platform,order_placed_dt,order_num,customer_id,quantity,gross_sales_amount,discount,tax_amount,return_ind
Phone,2/14/2014,CA-2016-114601,AA-10480,15,1157.98,0,57.9,0
Tablet,2/14/2014,CA-2016-128594,DJ-13510,4,1603.14,0.2,80.15,0
Desktop,2/14/2014,CA-2016-132094,VG-21805,5,53.46,0.4,2.65,0
Desktop,2/14/2014,CA-2016-148201,CC-12145,1,6.48,0,0.32,0
Desktop,2/14/2014,CA-2016-152289,LC-16930,8,1184.7,0.5,59.21,0
Tablet,2/14/2014,CA-2016-160598,SV-20815,1,31.01,0.2,1.54,0
Desktop,2/14/2014,CA-2016-163174,XP-21865,3,186.54,0,9.33,0
Desktop,2/14/2014,US-2016-100405,TS-21430,2,8.26,0,0.41,0
Desktop,2/14/2014,US-2016-102141,KD-16615,8,146.69,0.2,7.32,0
Desktop,2/14/2014,US-2016-127425,DR-12880,11,282.95,0,14.15,1
Desktop,2/14/2014,US-2016-163538,SS-20515,3,47.97,0,2.4,0
Phone,2/14/2014,CA-2016-116764,EM-13825,4,9.22,0.2,0.45,0
Tablet,2/14/2014,CA-2016-117919,TB-21355,6,94.08,0.4,4.68,0
Desktop,2/14/2014,CA-2016-145982,TB-21055,25,549.78,0.3,27.47,1
Phone,2/14/2014,US-2016-146710,SS-20875,11,114.84,0.8,5.7,0
Phone,2/14/2014,CA-2016-137652,EB-13750,8,18.43,0.7,0.89,0
Phone,2/14/2014,CA-2016-145303,TP-21415,15,179.54,1.92,8.88,0
Desktop,2/14/2014,US-2016-144211,CS-12130,6,124.06,0.4,6.18,0
Desktop,2/14/2014,CA-2016-128727,MO-17800,4,22,0,1.1,0
Phone,2/14/2014,CA-2016-158568,RB-19465,13,162.39,1.2,8.06,0
Tablet,2/14/2014,CA-2016-159912,GB-14530,17,419.87,1.8,20.9,0
Phone,2/14/2014,CA-2016-161207,AB-10060,3,27.93,0,1.4,0
Desktop,2/14/2014,CA-2016-165995,BG-11740,9,387,0.2,19.34,0
Phone,2/14/2014,US-2016-141544,PO-18850,25,1269.87,1.8,63.4,0
Desktop,2/14/2014,CA-2016-117408,TP-21130,2,23.97,0.2,1.19,0
Phone,2/14/2014,CA-2016-116526,JA-15970,21,477.5,0.1,23.87,0
Desktop,2/14/2014,CA-2016-120859,CV-12805,2,21.88,0,1.09,0
Phone,2/14/2014,CA-2016-124583,LB-16795,1,12.78,0,0.64,0
Desktop,2/14/2014,CA-2016-129714,AB-10060,12,4438.69,0.4,221.91,0
Phone,2/14/2014,CA-2016-151561,PG-18820,14,744.15,0,37.21,0
Desktop,2/14/2014,CA-2016-155481,DK-13225,15,71.16,0.8,3.52,0
Desktop,2/14/2014,CA-2016-106278,BM-11140,6,281.92,0.2,14.09,0
Desktop,2/14/2014,CA-2016-106950,JE-15715,31,1854.24,2.4,92.59,1
Phone,2/14/2014,CA-2016-112739,RD-19810,13,168.17,1,8.36,0
Phone,2/14/2014,CA-2016-113096,SZ-20035,3,46.53,0,2.33,0
Desktop,2/14/2014,CA-2016-116540,SS-20590,3,10.07,0,0.5,0
Phone,2/14/2014,CA-2016-126732,LR-16915,27,1804.25,0.6,90.18,1
Desktop,2/14/2014,CA-2016-129847,TA-21385,2,84.27,0.6,4.18,0
Desktop,2/14/2014,CA-2016-130407,KD-16270,4,115.46,0,5.77,0
Phone,2/14/2014,CA-2016-144764,RL-19615,10,1427.31,0.7,71.33,0
Phone,2/14/2014,CA-2016-166429,TG-21310,2,999.98,0,50,0
Phone,2/14/2014,CA-2016-132143,FM-14215,7,48.16,0,2.41,0
Desktop,2/14/2014,CA-2016-153185,MH-17620,6,30.96,0.2,1.54,0
Phone,2/14/2014,CA-2016-158099,PK-18910,8,1422.25,1.1,71.06,0
Phone,2/14/2014,CA-2016-159737,CS-11950,3,8.81,0.8,0.4,0
Phone,2/14/2014,CA-2016-163986,JJ-15445,5,54.5,0,2.73,0
Tablet,2/14/2014,US-2016-100566,JK-16120,3,83.95,0.6,4.17,0
Desktop,2/14/2014,US-2016-101616,CY-12745,8,87.28,0,4.36,0
Tablet,2/14/2014,US-2016-104815,RB-19570,4,198.74,0.3,9.92,0
Phone,2/14/2014,US-2016-147711,HF-14995,15,430.94,0,21.55,0
Phone,2/14/2014,CA-2016-117604,JP-15520,5,239.5,0,11.98,0
Phone,2/14/2014,CA-2016-123120,CV-12295,10,147.26,0.2,7.35,0
Desktop,2/14/2014,CA-2016-129630,IM-15055,8,2824.23,0.2,141.2,0
Desktop,2/14/2014,CA-2016-131205,AA-10645,16,291.74,0,14.59,0
Desktop,2/14/2014,CA-2016-142524,MB-18085,7,296.51,0,14.83,0
Desktop,2/14/2014,CA-2016-149783,DL-13315,7,131.1,0.6,6.53,0
Desktop,2/14/2014,CA-2016-168774,RP-19855,3,535.41,0,26.77,0
Phone,2/14/2014,CA-2016-169971,IL-15100,4,66.29,0.4,3.29,0
Phone,2/14/2014,CA-2016-110366,JD-15895,2,82.8,0.2,4.13,0
Desktop,2/14/2014,CA-2016-115756,PK-19075,21,634.46,0,31.72,0
Desktop,2/14/2014,CA-2016-133319,MV-17485,4,192.16,0,9.61,1
Phone,2/14/2014,CA-2016-136231,DM-13015,15,228.59,1.3,11.36,0
Tablet,2/14/2014,CA-2016-136595,EM-13825,3,21.2,0.6,1.03,0
Desktop,2/14/2014,CA-2016-137673,ML-17395,8,116,0,5.8,0
Desktop,2/14/2014,CA-2016-139409,FW-14395,4,43.6,0,2.18,0
Desktop,2/14/2014,CA-2016-140774,BE-11455,3,107.94,0,5.4,0
Desktop,2/14/2014,CA-2016-144540,GH-14410,12,91.23,1,4.51,0
Desktop,2/14/2014,CA-2016-149195,DM-13525,15,52.1,0.6,2.57,0
Phone,2/14/2014,CA-2016-151372,JH-15985,6,112.12,0.2,5.6,1
Phone,2/14/2014,CA-2016-154536,JC-15340,5,9.56,0.7,0.44,0
Tablet,2/14/2014,CA-2016-158778,DB-13210,17,1024.64,1,51.18,0
Desktop,2/14/2014,CA-2016-160815,TR-21325,3,278.4,0,13.92,0
Phone,2/14/2014,CA-2016-162383,MD-17350,10,103.05,1.7,5.07,0
Desktop,2/14/2014,CA-2016-164490,SU-20665,2,9.25,0.2,0.45,0
Desktop,2/14/2014,US-2016-121013,MM-17920,5,1678,0,83.9,0
Desktop,2/14/2014,US-2016-148110,AR-10825,7,347.8,0.3,17.38,0
Phone,2/14/2014,US-2016-152373,PT-19090,3,93.46,0.2,4.66,0
Desktop,2/14/2014,CA-2016-102981,MO-17500,5,754.21,0.2,37.7,0
Phone,2/14/2014,CA-2016-123932,YC-21895,6,371.5,0.4,18.56,0
Phone,2/14/2014,CA-2016-133123,KB-16315,5,99.16,0.9,4.91,0
Desktop,2/14/2014,CA-2016-145240,BG-11740,1,10.78,0.2,0.53,0
Phone,2/14/2014,CA-2016-149223,ER-13855,6,77.88,0,3.89,0
Phone,2/14/2014,CA-2016-103709,LP-17095,12,310.86,0,15.54,0
Phone,2/14/2014,CA-2016-108868,KB-16585,7,130.33,0.4,6.5,0
Phone,2/14/2014,CA-2016-108987,AG-10675,13,2620.94,0.92,131,0
Phone,2/14/2014,CA-2016-110009,TR-21325,8,74,0,3.7,0
Phone,2/14/2014,CA-2016-113516,VM-21685,6,100.16,0.4,4.99,0
Phone,2/14/2014,CA-2016-131499,MG-17875,1,207.48,0,10.37,0
Phone,2/14/2014,CA-2016-153101,PJ-19015,1,146.04,0.2,7.29,0
Desktop,2/14/2014,CA-2016-155138,JM-15580,7,99.87,0.4,4.97,0
Desktop,2/14/2014,US-2016-114174,AP-10720,7,188.7,0,9.44,0
Phone,2/14/2014,US-2016-115455,SE-20110,5,615.61,1.1,30.73,0
Phone,2/14/2014,CA-2016-110023,TS-21610,2,14.62,0.2,0.72,0
Desktop,2/14/2014,CA-2016-112893,AT-10735,4,55.36,0.2,2.76,0
Phone,2/14/2014,CA-2016-137176,DB-12910,4,15.01,0.6,0.72,0
Phone,2/14/2014,CA-2016-112277,SC-20695,7,519.68,0.2,25.97,0
Desktop,2/14/2014,CA-2016-126102,DV-13465,2,276.78,0.2,13.83,0
Desktop,2/14/2014,CA-2016-146206,KT-16480,10,1020.89,0.5,51.02,0
Desktop,2/14/2014,CA-2016-164350,CG-12040,3,67.56,0.2,3.37,0
Desktop,2/14/2014,CA-2016-165918,BD-11770,10,143.24,0.4,7.14,0
Phone,2/14/2014,US-2016-118780,PN-18775,3,66.17,0,3.31,0
Phone,2/14/2014,CA-2016-102162,JF-15565,9,1611.01,0,80.55,0
Tablet,2/14/2014,CA-2016-116561,EB-14110,5,372.81,0.2,18.63,0
Desktop,2/14/2014,CA-2016-121223,GD-14590,11,737.39,0.6,36.84,0
Phone,2/14/2014,CA-2016-130225,RC-19960,2,99.57,0.2,4.97,0
Tablet,2/14/2014,CA-2016-143476,LC-16930,8,33.22,0.6,1.63,0
Phone,2/14/2014,CA-2016-145625,KC-16540,14,3354.98,0,167.75,0
Desktop,2/14/2014,CA-2016-150007,AS-10090,5,7.91,1,0.35,0
Desktop,2/14/2014,CA-2016-153157,TB-21625,5,224.75,0,11.24,0
Phone,2/14/2014,CA-2016-164154,NZ-18565,8,59.95,0.9,2.95,0
Phone,2/14/2014,CA-2016-113082,MC-17590,2,40.48,0,2.02,0
Tablet,2/14/2014,CA-2016-123946,AJ-10795,15,1159.06,0,57.95,0
Phone,2/14/2014,CA-2016-128811,SF-20200,10,42.24,0.2,2.1,0
Phone,2/14/2014,CA-2016-142902,BP-11185,10,503.4,0.8,25.13,0
Phone,2/14/2014,CA-2016-151148,PO-19180,7,230.09,0.4,11.48,0
Phone,2/14/2014,CA-2016-152457,SC-20695,3,68.52,0,3.43,0
Tablet,2/14/2014,CA-2016-105732,AG-10270,46,2374.73,0,118.74,0
Phone,2/14/2014,CA-2016-153178,CL-12565,5,1111.42,0.2,55.56,0
Desktop,2/14/2014,CA-2016-155439,PN-18775,4,25.92,0,1.3,0
Desktop,2/14/2014,CA-2016-116911,JD-16150,7,1148.81,0.2,57.43,0
Phone,2/14/2014,CA-2016-149370,DB-13210,1,5.34,0.2,0.26,0
Desktop,2/14/2014,CA-2016-149797,AH-10075,2,841.57,0.2,42.07,0
Tablet,2/14/2014,CA-2016-160479,AH-10585,5,35.4,0,1.77,0
Desktop,2/14/2014,US-2016-128678,RB-19570,12,70.06,0.2,3.49,0
Desktop,2/14/2014,CA-2016-123337,KD-16495,6,291.15,0.15,14.55,0
Desktop,2/14/2014,CA-2016-162159,CR-12625,2,121.78,0,6.09,1
Phone,2/14/2014,US-2016-134369,BC-11125,2,12.96,0,0.65,0
Phone,2/14/2014,CA-2016-105900,BS-11590,5,33.4,0,1.67,0
Tablet,2/14/2014,CA-2016-109806,JS-15685,6,100.16,0.2,5,1
Phone,2/14/2014,CA-2016-111416,LW-17215,5,232.4,0.2,11.61,0
Desktop,2/14/2014,CA-2016-131093,TS-21610,5,295.4,0.2,14.76,0
Desktop,2/14/2014,CA-2016-134208,CS-12505,4,396,0,19.8,0
Desktop,2/14/2014,CA-2016-159730,SJ-20125,4,219.47,0.4,10.95,0
Tablet,2/14/2014,CA-2016-164091,LA-16780,5,547.33,0,27.37,0
Desktop,2/14/2014,US-2016-148957,CC-12430,4,12.32,0,0.62,1
Desktop,2/14/2014,US-2016-152415,PO-18865,6,206.64,0,10.33,0
Desktop,2/14/2014,CA-2016-106075,HM-14980,1,4.62,0.2,0.22,0
Desktop,2/14/2014,CA-2016-110086,BD-11320,2,239.98,0.2,11.99,0
Phone,2/14/2014,CA-2016-111409,PO-18850,1,3,0.2,0.14,0
Phone,2/14/2014,CA-2016-120355,MM-17260,5,692.5,0.1,34.62,0
Phone,2/14/2014,CA-2016-133935,JW-15220,20,2056.01,0.4,102.78,0
Phone,2/14/2014,CA-2016-140928,NB-18655,4,383.44,0.45,19.15,0
Desktop,2/14/2014,CA-2016-145905,AM-10705,7,1264.14,0,63.21,0
Phone,2/14/2014,CA-2016-157511,SV-20365,6,107.4,0.7,5.33,0
Phone,2/14/2014,CA-2016-102932,SD-20485,9,53.37,0,2.67,0
Phone,2/14/2014,CA-2016-120250,AP-10720,3,25.63,0.2,1.27,0
Phone,2/14/2014,CA-2016-130267,SW-20245,7,159.88,0,7.99,0
Phone,2/14/2014,CA-2016-142370,TP-21130,7,254.99,0,12.75,0
Desktop,2/14/2014,CA-2016-158610,CK-12595,2,69.52,0,3.48,0
Phone,2/14/2014,CA-2016-168354,RH-19510,19,2545.12,0,127.26,0
Tablet,2/14/2014,CA-2016-168557,FH-14275,2,8.93,0.2,0.44,0
Phone,2/14/2014,US-2016-114888,CC-12430,6,18.19,0.2,0.9,0
Phone,2/14/2014,US-2016-156097,EH-14125,4,703.68,1.1,35.13,0
Tablet,2/14/2014,CA-2016-100244,GM-14695,19,475.69,0.4,23.76,0
Desktop,2/14/2014,CA-2016-126284,EN-13780,5,83.7,0,4.19,0
Desktop,2/14/2014,CA-2016-134516,FM-14215,3,115.48,0.4,5.75,0
Phone,2/14/2014,CA-2016-145611,HA-14905,5,393.25,0,19.66,0
Phone,2/14/2014,CA-2016-166772,HJ-14875,2,163.88,0,8.19,0
Desktop,2/14/2014,CA-2016-109743,SH-19975,11,104.71,0.4,5.22,0
Phone,2/14/2014,CA-2016-116232,AC-10450,11,24.07,0.9,1.16,0
Phone,2/14/2014,CA-2016-119641,CS-12250,2,18.96,0,0.95,0
Phone,2/14/2014,CA-2016-120257,PW-19240,3,7.87,0.2,0.38,0
Phone,2/14/2014,CA-2016-125724,SM-20950,7,68.43,0.2,3.41,0
Desktop,2/14/2014,CA-2016-135965,SZ-20035,6,128.34,0,6.42,0
Phone,2/14/2014,CA-2016-151974,RD-19660,5,16.52,0.2,0.82,0
Desktop,2/14/2014,CA-2016-158617,AC-10660,6,35.88,0,1.79,0
Phone,2/14/2014,CA-2016-166653,NP-18685,2,63.97,0.2,3.19,0
Tablet,2/14/2014,US-2016-155404,AS-10630,2,13.28,0,0.66,0
Phone,2/14/2014,US-2016-157728,RC-19960,9,133.54,0,6.68,0
Phone,2/14/2014,CA-2016-101742,CR-12580,7,10.53,0.2,0.52,0
Tablet,2/14/2014,CA-2016-106656,DV-13045,5,22.98,0,1.15,0
Desktop,2/14/2014,CA-2016-110730,CM-11815,2,13.68,0,0.68,0
Tablet,2/14/2014,CA-2016-124016,JS-15940,14,52.15,1.1,2.55,0
Desktop,2/14/2014,CA-2016-149979,RA-19915,8,487.22,0,24.36,0
Desktop,2/14/2014,CA-2016-159009,DP-13105,7,197.97,0.4,9.88,0
Desktop,2/14/2014,US-2016-129469,KL-16555,8,537.62,0.4,26.86,0
Desktop,2/14/2014,CA-2016-100944,EH-13765,10,868.14,0.2,43.4,0
Desktop,2/14/2014,CA-2016-108875,CL-12700,11,532.5,0.4,26.6,0
Tablet,2/14/2014,CA-2016-132479,MK-17905,7,442.37,0.8,22.08,0
Phone,2/14/2014,CA-2016-141551,BP-11230,2,12.86,0,0.64,0
Phone,2/14/2014,CA-2016-154235,RD-19900,3,127.95,0,6.4,0
Phone,2/14/2014,CA-2016-155187,LA-16780,7,83.66,0,4.18,0
Phone,2/14/2014,US-2016-134488,PK-19075,2,155.37,0.3,7.75,0
Phone,2/14/2014,US-2016-147340,EB-13750,5,63.2,0,3.16,0
Phone,2/14/2014,CA-2016-101385,JW-16075,4,16.56,0,0.83,0
Tablet,2/14/2014,CA-2016-113978,TS-21505,6,642.02,0.6,32.07,0
Phone,2/14/2014,CA-2016-123722,NH-18610,4,15.94,0.2,0.79,0
Desktop,2/14/2014,CA-2016-140417,KE-16420,10,65.07,0.9,3.21,0
Desktop,2/14/2014,CA-2016-148747,AS-10045,2,477.67,0.15,23.88,0
Phone,2/14/2014,US-2016-122245,AB-10105,3,393.17,0.5,19.63,0
Desktop,2/14/2014,US-2016-124163,SC-20695,19,773.59,0,38.68,0
Phone,2/14/2014,US-2016-125402,DL-12865,25,1059.09,0.6,52.92,0
Desktop,2/14/2014,CA-2016-132017,MH-17620,2,6.82,0.8,0.3,0
Desktop,2/14/2014,CA-2016-143406,LR-17035,7,548,1.1,27.34,0
Desktop,2/14/2014,CA-2016-145898,CM-12445,16,124.58,0,6.23,0
Desktop,2/14/2014,CA-2016-157714,CS-12175,1,9.99,0,0.5,0
Phone,2/14/2014,CA-2016-165820,DW-13585,2,12.96,0,0.65,0
Phone,2/14/2014,CA-2016-169957,SN-20710,15,366.78,0,18.34,0
Phone,2/14/2014,US-2016-109260,TN-21040,3,431.98,0.2,21.59,0
Phone,2/14/2014,US-2016-146794,SH-19975,5,424.96,0.15,21.24,0
Desktop,2/14/2014,US-2016-149790,SC-20380,2,15.62,0.8,0.74,0
Phone,2/14/2014,US-2016-157945,NF-18385,5,756.49,0.5,37.8,0
Desktop,2/14/2014,CA-2016-123176,JG-15160,6,31.83,0,1.59,0
Phone,2/14/2014,CA-2016-140249,SW-20455,2,1001.58,0.2,50.07,0
Tablet,2/14/2014,CA-2016-163202,BM-11650,3,2.91,0.7,0.11,0
Desktop,2/14/2014,US-2016-110170,HM-14860,7,956.66,0.32,47.82,0
Desktop,2/14/2014,US-2016-134656,MM-18280,4,99.14,0.2,4.95,0
Desktop,2/14/2014,CA-2016-106621,DM-12955,4,10.5,0.2,0.51,0
Phone,2/14/2014,CA-2016-108056,ES-14080,3,859.2,0.2,42.95,0
Desktop,2/14/2014,CA-2016-108616,JK-15730,15,298.83,0,14.94,0
Phone,2/14/2014,CA-2016-125794,ML-17410,1,36.24,0,1.81,0
Tablet,2/14/2014,CA-2016-134362,LS-16945,4,15.94,0.2,0.79,0
Phone,2/14/2014,CA-2016-138037,AR-10540,5,27.24,0.2,1.35,0
Phone,2/14/2014,CA-2016-161781,CC-12100,7,40.88,0,2.04,0
Phone,2/14/2014,US-2016-101497,PS-18760,1,18.97,0,0.95,0
Phone,2/14/2014,CA-2016-106243,GM-14680,5,523.92,0.2,26.19,0
Desktop,2/14/2014,CA-2016-108644,SJ-20215,2,1.96,0.8,0.06,0
Desktop,2/14/2014,CA-2016-111794,HG-15025,4,107.86,0.4,5.37,0
Tablet,2/14/2014,CA-2016-116918,JK-15205,12,36.36,0.9,1.77,0
Desktop,2/14/2014,CA-2016-139157,GM-14680,1,330.59,0.4,16.51,0
Phone,2/14/2014,CA-2016-155992,CC-12220,7,111.75,0,5.59,0
Desktop,2/14/2014,CA-2016-157686,BD-11620,4,194.85,0.2,9.73,0
Phone,2/14/2014,CA-2016-118689,TC-20980,18,18336.74,0,916.84,0
Phone,2/14/2014,CA-2016-118969,LP-17095,6,54.79,0.7,2.7,0
Phone,2/14/2014,CA-2016-134376,TT-21265,3,61.44,0,3.07,0
Phone,2/14/2014,CA-2016-101672,DB-12910,10,1027.68,0.2,51.37,0
Desktop,2/14/2014,CA-2016-103919,TP-21565,5,38.08,0.6,1.87,0
Tablet,2/14/2014,CA-2016-140634,HL-15040,2,15.65,0.2,0.77,0
Phone,2/14/2014,CA-2016-144939,EB-13870,6,599.29,0.1,29.96,0
Desktop,2/14/2014,CA-2016-121601,MO-17500,7,59.75,0.2,2.98,0
Desktop,2/14/2014,CA-2016-131296,MS-17830,2,239.37,0.3,11.95,0
Phone,2/14/2014,CA-2016-145709,AH-10690,6,64.25,0.4,3.19,0
Desktop,2/14/2014,US-2016-140158,DR-12940,13,5549.41,0,277.47,0
Phone,2/14/2014,US-2016-115952,JH-15910,5,28.85,0,1.44,1
Desktop,2/14/2014,US-2016-157490,LB-16795,19,801.55,2.3,39.96,1
Phone,2/14/2014,CA-2016-127649,DL-13495,3,837.6,0.2,41.87,0
Phone,2/14/2014,CA-2016-139808,MC-18100,12,93.36,0,4.67,0
Tablet,2/14/2014,CA-2016-155033,CC-12475,2,10.56,0,0.53,0
Phone,2/14/2014,CA-2016-162614,TB-21250,2,27.26,0.2,1.35,0
Phone,2/14/2014,CA-2016-163216,AW-10930,2,4.93,0.2,0.24,0
Phone,2/14/2014,CA-2016-135636,DB-13615,5,387.72,0.2,19.38,0
Phone,2/14/2014,CA-2016-149685,PM-19135,6,60.14,0.2,3,0
Phone,2/14/2014,US-2016-126844,BW-11110,8,51.71,0.6,2.56,0
Desktop,2/14/2014,US-2016-162026,JE-15745,2,61.96,0,3.1,0
Desktop,2/14/2014,CA-2016-114748,MZ-17335,3,170.98,0.4,8.53,0
Phone,2/14/2014,CA-2016-116974,MP-17965,4,23.98,0.4,1.18,0
Phone,2/14/2014,US-2016-128909,SP-20545,8,351.97,0.4,17.58,0
Desktop,2/14/2014,CA-2016-126627,WB-21850,6,30.39,1.4,1.45,0
Phone,2/14/2014,CA-2016-157707,CC-12610,5,227.66,1.1,11.33,0
Desktop,2/14/2014,US-2016-150357,EB-13975,5,24.7,0.9,1.19,0
Phone,2/14/2014,CA-2016-113390,EP-13915,5,33.06,0.4,1.63,0
Desktop,2/14/2014,CA-2016-101161,BW-11110,18,279.67,0,13.98,0
Desktop,2/14/2014,CA-2016-145583,LC-16885,33,256.2,0.2,12.8,1
Phone,2/14/2014,CA-2016-154018,HA-14920,18,362.34,2,18.02,0
Desktop,2/14/2014,US-2016-100839,NC-18625,8,752.41,0.7,37.59,0
Phone,2/14/2014,CA-2016-113607,PW-19030,9,1203.89,0,60.19,0
Phone,2/14/2014,CA-2016-125220,BE-11410,5,1649.75,0,82.49,0
Desktop,2/14/2014,CA-2016-156503,NC-18415,12,305.25,1.2,15.2,0
Phone,2/14/2014,US-2016-108098,CP-12340,3,177,0,8.85,0
Desktop,2/14/2014,CA-2016-124352,CD-12790,23,1058.27,0,52.91,0
Desktop,2/14/2014,CA-2016-125738,PB-18805,24,219.12,0.2,10.95,0
Phone,2/14/2014,CA-2016-142097,QJ-19255,16,342.76,0,17.14,0
Phone,2/14/2014,CA-2016-132066,NB-18655,1,142.18,0.4,7.09,0
Desktop,2/14/2014,CA-2016-141586,NK-18490,5,18.16,0.2,0.9,0
Desktop,2/14/2014,CA-2016-147256,FC-14245,10,2377.56,0,118.88,0
Desktop,2/14/2014,CA-2016-152688,NR-18550,2,436.96,0,21.85,0
Phone,2/14/2014,CA-2016-163972,MG-17890,2,120.67,0.15,6.03,0
Phone,2/14/2014,US-2016-159856,EP-13915,5,307.92,0.2,15.39,0
Desktop,2/14/2014,CA-2016-105753,LC-16960,5,61.1,0,3.06,0
Phone,2/14/2014,CA-2016-106341,LF-17185,3,7.15,0.2,0.35,0
Tablet,2/14/2014,CA-2016-133697,CM-12445,12,132.95,0.7,6.61,0
Phone,2/14/2014,CA-2016-139549,MY-18295,4,387.14,0.2,19.35,0
Desktop,2/14/2014,CA-2016-160220,JS-16030,15,338.54,0,16.93,0
Phone,2/14/2014,CA-2016-168921,AG-10495,3,19.3,0.2,0.95,1
Desktop,2/14/2014,CA-2016-111493,CM-12160,6,98.16,0,4.91,0
Desktop,2/14/2014,CA-2016-112340,NM-18520,3,22.92,0,1.15,1
Phone,2/14/2014,CA-2016-125080,VW-21775,2,661.18,0.4,33.04,0
Desktop,2/14/2014,CA-2016-133669,SV-20935,8,235.15,0.4,11.74,0
Phone,2/14/2014,CA-2016-136322,AP-10720,10,74.32,0.9,3.67,0
Phone,2/14/2014,CA-2016-138478,DP-13390,12,4685.08,0.2,234.24,0
Phone,2/14/2014,CA-2016-144729,JE-15745,3,154.44,0,7.72,0
Desktop,2/14/2014,CA-2016-151169,MY-18295,4,7.92,0,0.4,0
Desktop,2/14/2014,CA-2016-155516,MK-17905,17,1179.27,0,58.96,0
Phone,2/14/2014,CA-2016-161746,CS-11950,11,615.41,0.2,30.76,1
Desktop,2/14/2014,CA-2016-166373,JF-15565,6,106.08,0.2,5.29,0
Phone,2/14/2014,CA-2016-169334,GW-14605,9,111.67,0.2,5.57,0
Phone,2/14/2014,CA-2016-165148,PM-19135,5,31.4,0,1.57,0
Phone,2/14/2014,CA-2016-169887,MS-17530,7,116.96,0,5.85,0
Desktop,2/14/2014,US-2016-116400,EB-13930,4,39.92,0,2,0
Phone,2/14/2014,CA-2016-132661,SR-20740,10,379.4,0,18.97,0
Desktop,2/14/2014,CA-2016-151323,AB-10255,5,17.05,0,0.85,1
Phone,2/14/2014,CA-2016-165484,HK-14890,10,70.97,0.8,3.51,0
Phone,2/14/2014,CA-2016-118311,ED-13885,5,450,0,22.5,1
Phone,2/14/2014,CA-2016-121020,CG-12040,3,239.98,0.2,11.99,0
Phone,2/14/2014,CA-2016-121748,VW-21775,6,459.98,0,23,0
Phone,2/14/2014,CA-2016-158925,JP-15460,3,15.55,0.2,0.77,0
Desktop,2/14/2014,CA-2016-166275,SS-20590,1,199.99,0,10,1
Phone,2/14/2014,CA-2016-153318,JS-15595,5,783.96,0.2,39.19,0
Desktop,2/14/2014,CA-2016-116596,BW-11200,25,511.52,0.3,25.56,0
Phone,2/14/2014,CA-2016-120873,BW-11200,1,290.98,0,14.55,1
Tablet,2/14/2014,CA-2016-152632,JE-15475,3,40.2,0,2.01,0
Phone,2/14/2014,CA-2016-156811,BP-11095,7,68.95,0.2,3.44,0
Phone,2/14/2014,US-2016-117387,PA-19060,4,67.14,0.2,3.35,0
Phone,2/14/2014,CA-2016-120369,VB-21745,5,756.8,0,37.84,0
Desktop,2/14/2014,CA-2016-125815,DL-13330,3,12.42,0,0.62,0
Phone,2/14/2014,CA-2016-130162,JH-15910,9,395.44,0.2,19.76,0
Phone,2/14/2014,CA-2016-134775,AS-10285,10,100.5,0.2,5.01,1
Desktop,2/14/2014,CA-2016-140641,EP-13915,5,38.19,0.7,1.87,0
Phone,2/14/2014,CA-2016-142545,JD-15895,21,1263.67,0,63.18,0
Phone,2/14/2014,CA-2016-144344,PG-18820,13,314.39,1.3,15.65,0
Desktop,2/14/2014,US-2016-144393,SM-20950,4,17.62,0.7,0.85,0
Tablet,2/14/2014,CA-2016-112389,JM-15655,6,52.41,0,2.62,0
Phone,2/14/2014,CA-2016-146682,KW-16435,5,67,0,3.35,0
Desktop,2/14/2014,US-2016-131912,LH-17155,1,11.74,0.2,0.58,0
Phone,2/14/2014,CA-2016-105291,SP-20920,2,3.62,0,0.18,1
Phone,2/14/2014,CA-2016-153836,EH-13765,8,143.7,0.2,7.18,0
Desktop,2/14/2014,CA-2016-167290,JF-15295,2,11.68,0,0.58,0
Phone,2/14/2014,CA-2016-119165,BD-11320,5,492.84,0.3,24.63,0
Phone,2/14/2014,CA-2016-140130,HW-14935,11,736.26,0,36.81,0
Phone,2/14/2014,CA-2016-144218,JD-15895,7,1085.42,0,54.27,0
Desktop,2/14/2014,CA-2016-146913,SF-20965,5,1403.92,0.2,70.19,0
Phone,2/14/2014,US-2016-142251,FO-14305,6,32.06,0.2,1.59,0
Desktop,2/14/2014,CA-2016-100671,CS-12490,9,111.67,0.2,5.57,0
Phone,2/14/2014,CA-2016-129196,XP-21865,3,68.11,0.2,3.4,0
Desktop,2/14/2014,CA-2016-159212,KM-16375,5,273.59,0,13.68,1
Desktop,2/14/2014,CA-2016-109365,XP-21865,32,561.73,0.4,28.07,0
Phone,2/14/2014,CA-2016-114972,PF-19225,18,1489.72,0.2,74.48,0
Desktop,2/14/2014,CA-2016-127250,SF-20200,3,8.82,0,0.44,0
Phone,2/14/2014,CA-2016-128867,CL-12565,8,103.2,0,5.16,0
Desktop,2/14/2014,CA-2016-134180,JP-16135,8,542.16,0.5,27.08,0
Phone,2/14/2014,CA-2016-159023,NW-18400,10,184.15,1.4,9.14,1
Phone,2/14/2014,CA-2016-160136,PJ-18835,2,9.25,0.2,0.45,0
Desktop,2/14/2014,CA-2016-168893,AP-10915,16,903.77,0,45.19,0
Phone,2/14/2014,CA-2016-119018,CW-11905,9,50.77,0.4,2.52,0
Phone,2/14/2014,CA-2016-143308,RC-19825,3,10.74,0,0.54,0
