cal_date,cal_mon,cal_mon_name,cal_day,cal_year,weekday,weekday_name,fiscal_year,qtr_num,qtr_name
02-04-2015,4,Apr,2,2015,6,Thu,FY15,2,Q2
03-04-2015,4,Apr,3,2015,7,Fri,FY15,2,Q2
04-04-2015,4,Apr,4,2015,1,Sat,FY15,2,Q2
05-04-2015,4,Apr,5,2015,2,Sun,FY15,2,Q2
06-04-2015,4,Apr,6,2015,3,Mon,FY15,2,Q2
07-04-2015,4,Apr,7,2015,4,Tue,FY15,2,Q2
08-04-2015,4,Apr,8,2015,5,Wed,FY15,2,Q2
09-04-2015,4,Apr,9,2015,6,Thu,FY15,2,Q2
10-04-2015,4,Apr,10,2015,7,Fri,FY15,2,Q2
11-04-2015,4,Apr,11,2015,1,Sat,FY15,2,Q2
12-04-2015,4,Apr,12,2015,2,Sun,FY15,2,Q2
13-04-2015,4,Apr,13,2015,3,Mon,FY15,2,Q2
14-04-2015,4,Apr,14,2015,4,Tue,FY15,2,Q2
15-04-2015,4,Apr,15,2015,5,Wed,FY15,2,Q2
16-04-2015,4,Apr,16,2015,6,Thu,FY15,2,Q2
17-04-2015,4,Apr,17,2015,7,Fri,FY15,2,Q2
18-04-2015,4,Apr,18,2015,1,Sat,FY15,2,Q2
19-04-2015,4,Apr,19,2015,2,Sun,FY15,2,Q2
20-04-2015,4,Apr,20,2015,3,Mon,FY15,2,Q2
21-04-2015,4,Apr,21,2015,4,Tue,FY15,2,Q2
22-04-2015,4,Apr,22,2015,5,Wed,FY15,2,Q2
23-04-2015,4,Apr,23,2015,6,Thu,FY15,2,Q2
24-04-2015,4,Apr,24,2015,7,Fri,FY15,2,Q2
25-04-2015,4,Apr,25,2015,1,Sat,FY15,2,Q2
26-04-2015,4,Apr,26,2015,2,Sun,FY15,2,Q2
27-04-2015,4,Apr,27,2015,3,Mon,FY15,2,Q2
28-04-2015,4,Apr,28,2015,4,Tue,FY15,2,Q2
29-04-2015,4,Apr,29,2015,5,Wed,FY15,2,Q2
30-04-2015,4,Apr,30,2015,6,Thu,FY15,2,Q2
01-05-2015,5,May,1,2015,7,Fri,FY15,2,Q2
02-05-2015,5,May,2,2015,1,Sat,FY15,2,Q2
03-05-2015,5,May,3,2015,2,Sun,FY15,2,Q2
04-05-2015,5,May,4,2015,3,Mon,FY15,2,Q2
05-05-2015,5,May,5,2015,4,Tue,FY15,2,Q2
06-05-2015,5,May,6,2015,5,Wed,FY15,2,Q2
07-05-2015,5,May,7,2015,6,Thu,FY15,2,Q2
08-05-2015,5,May,8,2015,7,Fri,FY15,2,Q2
09-05-2015,5,May,9,2015,1,Sat,FY15,2,Q2
10-05-2015,5,May,10,2015,2,Sun,FY15,2,Q2
11-05-2015,5,May,11,2015,3,Mon,FY15,2,Q2
12-05-2015,5,May,12,2015,4,Tue,FY15,2,Q2
13-05-2015,5,May,13,2015,5,Wed,FY15,2,Q2
14-05-2015,5,May,14,2015,6,Thu,FY15,2,Q2
15-05-2015,5,May,15,2015,7,Fri,FY15,2,Q2
16-05-2015,5,May,16,2015,1,Sat,FY15,2,Q2
17-05-2015,5,May,17,2015,2,Sun,FY15,2,Q2
18-05-2015,5,May,18,2015,3,Mon,FY15,2,Q2
19-05-2015,5,May,19,2015,4,Tue,FY15,2,Q2
20-05-2015,5,May,20,2015,5,Wed,FY15,2,Q2
21-05-2015,5,May,21,2015,6,Thu,FY15,2,Q2
22-05-2015,5,May,22,2015,7,Fri,FY15,2,Q2
23-05-2015,5,May,23,2015,1,Sat,FY15,2,Q2
24-05-2015,5,May,24,2015,2,Sun,FY15,2,Q2
25-05-2015,5,May,25,2015,3,Mon,FY15,2,Q2
26-05-2015,5,May,26,2015,4,Tue,FY15,2,Q2
27-05-2015,5,May,27,2015,5,Wed,FY15,2,Q2
28-05-2015,5,May,28,2015,6,Thu,FY15,2,Q2
29-05-2015,5,May,29,2015,7,Fri,FY15,2,Q2
30-05-2015,5,May,30,2015,1,Sat,FY15,2,Q2
31-05-2015,5,May,31,2015,2,Sun,FY15,2,Q2
01-06-2015,6,Jun,1,2015,3,Mon,FY15,2,Q2
02-06-2015,6,Jun,2,2015,4,Tue,FY15,2,Q2
03-06-2015,6,Jun,3,2015,5,Wed,FY15,2,Q2
04-06-2015,6,Jun,4,2015,6,Thu,FY15,2,Q2
05-06-2015,6,Jun,5,2015,7,Fri,FY15,2,Q2
06-06-2015,6,Jun,6,2015,1,Sat,FY15,2,Q2
07-06-2015,6,Jun,7,2015,2,Sun,FY15,2,Q2
08-06-2015,6,Jun,8,2015,3,Mon,FY15,2,Q2
09-06-2015,6,Jun,9,2015,4,Tue,FY15,2,Q2
10-06-2015,6,Jun,10,2015,5,Wed,FY15,2,Q2
11-06-2015,6,Jun,11,2015,6,Thu,FY15,2,Q2
12-06-2015,6,Jun,12,2015,7,Fri,FY15,2,Q2
13-06-2015,6,Jun,13,2015,1,Sat,FY15,2,Q2
14-06-2015,6,Jun,14,2015,2,Sun,FY15,2,Q2
15-06-2015,6,Jun,15,2015,3,Mon,FY15,2,Q2
16-06-2015,6,Jun,16,2015,4,Tue,FY15,2,Q2
17-06-2015,6,Jun,17,2015,5,Wed,FY15,2,Q2
18-06-2015,6,Jun,18,2015,6,Thu,FY15,2,Q2
19-06-2015,6,Jun,19,2015,7,Fri,FY15,2,Q2
20-06-2015,6,Jun,20,2015,1,Sat,FY15,2,Q2
21-06-2015,6,Jun,21,2015,2,Sun,FY15,2,Q2
22-06-2015,6,Jun,22,2015,3,Mon,FY15,2,Q2
23-06-2015,6,Jun,23,2015,4,Tue,FY15,2,Q2
24-06-2015,6,Jun,24,2015,5,Wed,FY15,2,Q2
25-06-2015,6,Jun,25,2015,6,Thu,FY15,2,Q2
26-06-2015,6,Jun,26,2015,7,Fri,FY15,2,Q2
27-06-2015,6,Jun,27,2015,1,Sat,FY15,2,Q2
28-06-2015,6,Jun,28,2015,2,Sun,FY15,2,Q2
29-06-2015,6,Jun,29,2015,3,Mon,FY15,2,Q2
30-06-2015,6,Jun,30,2015,4,Tue,FY15,2,Q2
01-07-2015,7,Jul,1,2015,5,Wed,FY15,3,Q3
02-07-2015,7,Jul,2,2015,6,Thu,FY15,3,Q3
03-07-2015,7,Jul,3,2015,7,Fri,FY15,3,Q3
04-07-2015,7,Jul,4,2015,1,Sat,FY15,3,Q3
05-07-2015,7,Jul,5,2015,2,Sun,FY15,3,Q3
06-07-2015,7,Jul,6,2015,3,Mon,FY15,3,Q3
07-07-2015,7,Jul,7,2015,4,Tue,FY15,3,Q3
08-07-2015,7,Jul,8,2015,5,Wed,FY15,3,Q3
09-07-2015,7,Jul,9,2015,6,Thu,FY15,3,Q3
10-07-2015,7,Jul,10,2015,7,Fri,FY15,3,Q3
11-07-2015,7,Jul,11,2015,1,Sat,FY15,3,Q3
12-07-2015,7,Jul,12,2015,2,Sun,FY15,3,Q3
13-07-2015,7,Jul,13,2015,3,Mon,FY15,3,Q3
14-07-2015,7,Jul,14,2015,4,Tue,FY15,3,Q3
15-07-2015,7,Jul,15,2015,5,Wed,FY15,3,Q3
16-07-2015,7,Jul,16,2015,6,Thu,FY15,3,Q3
17-07-2015,7,Jul,17,2015,7,Fri,FY15,3,Q3
18-07-2015,7,Jul,18,2015,1,Sat,FY15,3,Q3
19-07-2015,7,Jul,19,2015,2,Sun,FY15,3,Q3
20-07-2015,7,Jul,20,2015,3,Mon,FY15,3,Q3
21-07-2015,7,Jul,21,2015,4,Tue,FY15,3,Q3
22-07-2015,7,Jul,22,2015,5,Wed,FY15,3,Q3
23-07-2015,7,Jul,23,2015,6,Thu,FY15,3,Q3
24-07-2015,7,Jul,24,2015,7,Fri,FY15,3,Q3
25-07-2015,7,Jul,25,2015,1,Sat,FY15,3,Q3
26-07-2015,7,Jul,26,2015,2,Sun,FY15,3,Q3
27-07-2015,7,Jul,27,2015,3,Mon,FY15,3,Q3
28-07-2015,7,Jul,28,2015,4,Tue,FY15,3,Q3
29-07-2015,7,Jul,29,2015,5,Wed,FY15,3,Q3
30-07-2015,7,Jul,30,2015,6,Thu,FY15,3,Q3
31-07-2015,7,Jul,31,2015,7,Fri,FY15,3,Q3
01-08-2015,8,Aug,1,2015,1,Sat,FY15,3,Q3
02-08-2015,8,Aug,2,2015,2,Sun,FY15,3,Q3
03-08-2015,8,Aug,3,2015,3,Mon,FY15,3,Q3
04-08-2015,8,Aug,4,2015,4,Tue,FY15,3,Q3
05-08-2015,8,Aug,5,2015,5,Wed,FY15,3,Q3
06-08-2015,8,Aug,6,2015,6,Thu,FY15,3,Q3
07-08-2015,8,Aug,7,2015,7,Fri,FY15,3,Q3
08-08-2015,8,Aug,8,2015,1,Sat,FY15,3,Q3
09-08-2015,8,Aug,9,2015,2,Sun,FY15,3,Q3
10-08-2015,8,Aug,10,2015,3,Mon,FY15,3,Q3
11-08-2015,8,Aug,11,2015,4,Tue,FY15,3,Q3
12-08-2015,8,Aug,12,2015,5,Wed,FY15,3,Q3
13-08-2015,8,Aug,13,2015,6,Thu,FY15,3,Q3
14-08-2015,8,Aug,14,2015,7,Fri,FY15,3,Q3
15-08-2015,8,Aug,15,2015,1,Sat,FY15,3,Q3
16-08-2015,8,Aug,16,2015,2,Sun,FY15,3,Q3
17-08-2015,8,Aug,17,2015,3,Mon,FY15,3,Q3
18-08-2015,8,Aug,18,2015,4,Tue,FY15,3,Q3
19-08-2015,8,Aug,19,2015,5,Wed,FY15,3,Q3
20-08-2015,8,Aug,20,2015,6,Thu,FY15,3,Q3
21-08-2015,8,Aug,21,2015,7,Fri,FY15,3,Q3
22-08-2015,8,Aug,22,2015,1,Sat,FY15,3,Q3
23-08-2015,8,Aug,23,2015,2,Sun,FY15,3,Q3
24-08-2015,8,Aug,24,2015,3,Mon,FY15,3,Q3
25-08-2015,8,Aug,25,2015,4,Tue,FY15,3,Q3
26-08-2015,8,Aug,26,2015,5,Wed,FY15,3,Q3
27-08-2015,8,Aug,27,2015,6,Thu,FY15,3,Q3
28-08-2015,8,Aug,28,2015,7,Fri,FY15,3,Q3
29-08-2015,8,Aug,29,2015,1,Sat,FY15,3,Q3
30-08-2015,8,Aug,30,2015,2,Sun,FY15,3,Q3
31-08-2015,8,Aug,31,2015,3,Mon,FY15,3,Q3
01-09-2015,9,Sep,1,2015,4,Tue,FY15,3,Q3
02-09-2015,9,Sep,2,2015,5,Wed,FY15,3,Q3
03-09-2015,9,Sep,3,2015,6,Thu,FY15,3,Q3
04-09-2015,9,Sep,4,2015,7,Fri,FY15,3,Q3
05-09-2015,9,Sep,5,2015,1,Sat,FY15,3,Q3
06-09-2015,9,Sep,6,2015,2,Sun,FY15,3,Q3
07-09-2015,9,Sep,7,2015,3,Mon,FY15,3,Q3
08-09-2015,9,Sep,8,2015,4,Tue,FY15,3,Q3
09-09-2015,9,Sep,9,2015,5,Wed,FY15,3,Q3
10-09-2015,9,Sep,10,2015,6,Thu,FY15,3,Q3
11-09-2015,9,Sep,11,2015,7,Fri,FY15,3,Q3
12-09-2015,9,Sep,12,2015,1,Sat,FY15,3,Q3
13-09-2015,9,Sep,13,2015,2,Sun,FY15,3,Q3
14-09-2015,9,Sep,14,2015,3,Mon,FY15,3,Q3
15-09-2015,9,Sep,15,2015,4,Tue,FY15,3,Q3
16-09-2015,9,Sep,16,2015,5,Wed,FY15,3,Q3
17-09-2015,9,Sep,17,2015,6,Thu,FY15,3,Q3
18-09-2015,9,Sep,18,2015,7,Fri,FY15,3,Q3
19-09-2015,9,Sep,19,2015,1,Sat,FY15,3,Q3
20-09-2015,9,Sep,20,2015,2,Sun,FY15,3,Q3
21-09-2015,9,Sep,21,2015,3,Mon,FY15,3,Q3
22-09-2015,9,Sep,22,2015,4,Tue,FY15,3,Q3
23-09-2015,9,Sep,23,2015,5,Wed,FY15,3,Q3
24-09-2015,9,Sep,24,2015,6,Thu,FY15,3,Q3
25-09-2015,9,Sep,25,2015,7,Fri,FY15,3,Q3
26-09-2015,9,Sep,26,2015,1,Sat,FY15,3,Q3
27-09-2015,9,Sep,27,2015,2,Sun,FY15,3,Q3
28-09-2015,9,Sep,28,2015,3,Mon,FY15,3,Q3
29-09-2015,9,Sep,29,2015,4,Tue,FY15,3,Q3
30-09-2015,9,Sep,30,2015,5,Wed,FY15,3,Q3
01-10-2015,10,Oct,1,2015,6,Thu,FY15,4,Q4
02-10-2015,10,Oct,2,2015,7,Fri,FY15,4,Q4
03-10-2015,10,Oct,3,2015,1,Sat,FY15,4,Q4
04-10-2015,10,Oct,4,2015,2,Sun,FY15,4,Q4
05-10-2015,10,Oct,5,2015,3,Mon,FY15,4,Q4
06-10-2015,10,Oct,6,2015,4,Tue,FY15,4,Q4
07-10-2015,10,Oct,7,2015,5,Wed,FY15,4,Q4
08-10-2015,10,Oct,8,2015,6,Thu,FY15,4,Q4
09-10-2015,10,Oct,9,2015,7,Fri,FY15,4,Q4
10-10-2015,10,Oct,10,2015,1,Sat,FY15,4,Q4
11-10-2015,10,Oct,11,2015,2,Sun,FY15,4,Q4
12-10-2015,10,Oct,12,2015,3,Mon,FY15,4,Q4
13-10-2015,10,Oct,13,2015,4,Tue,FY15,4,Q4
14-10-2015,10,Oct,14,2015,5,Wed,FY15,4,Q4
15-10-2015,10,Oct,15,2015,6,Thu,FY15,4,Q4
16-10-2015,10,Oct,16,2015,7,Fri,FY15,4,Q4
17-10-2015,10,Oct,17,2015,1,Sat,FY15,4,Q4
18-10-2015,10,Oct,18,2015,2,Sun,FY15,4,Q4
19-10-2015,10,Oct,19,2015,3,Mon,FY15,4,Q4
20-10-2015,10,Oct,20,2015,4,Tue,FY15,4,Q4
21-10-2015,10,Oct,21,2015,5,Wed,FY15,4,Q4
22-10-2015,10,Oct,22,2015,6,Thu,FY15,4,Q4
23-10-2015,10,Oct,23,2015,7,Fri,FY15,4,Q4
24-10-2015,10,Oct,24,2015,1,Sat,FY15,4,Q4
25-10-2015,10,Oct,25,2015,2,Sun,FY15,4,Q4
26-10-2015,10,Oct,26,2015,3,Mon,FY15,4,Q4
27-10-2015,10,Oct,27,2015,4,Tue,FY15,4,Q4
28-10-2015,10,Oct,28,2015,5,Wed,FY15,4,Q4
29-10-2015,10,Oct,29,2015,6,Thu,FY15,4,Q4
30-10-2015,10,Oct,30,2015,7,Fri,FY15,4,Q4
31-10-2015,10,Oct,31,2015,1,Sat,FY15,4,Q4
01-11-2015,11,Nov,1,2015,2,Sun,FY15,4,Q4
02-11-2015,11,Nov,2,2015,3,Mon,FY15,4,Q4
03-11-2015,11,Nov,3,2015,4,Tue,FY15,4,Q4
04-11-2015,11,Nov,4,2015,5,Wed,FY15,4,Q4
05-11-2015,11,Nov,5,2015,6,Thu,FY15,4,Q4
06-11-2015,11,Nov,6,2015,7,Fri,FY15,4,Q4
07-11-2015,11,Nov,7,2015,1,Sat,FY15,4,Q4
08-11-2015,11,Nov,8,2015,2,Sun,FY15,4,Q4
09-11-2015,11,Nov,9,2015,3,Mon,FY15,4,Q4
10-11-2015,11,Nov,10,2015,4,Tue,FY15,4,Q4
11-11-2015,11,Nov,11,2015,5,Wed,FY15,4,Q4
12-11-2015,11,Nov,12,2015,6,Thu,FY15,4,Q4
13-11-2015,11,Nov,13,2015,7,Fri,FY15,4,Q4
14-11-2015,11,Nov,14,2015,1,Sat,FY15,4,Q4
15-11-2015,11,Nov,15,2015,2,Sun,FY15,4,Q4
16-11-2015,11,Nov,16,2015,3,Mon,FY15,4,Q4
17-11-2015,11,Nov,17,2015,4,Tue,FY15,4,Q4
18-11-2015,11,Nov,18,2015,5,Wed,FY15,4,Q4
19-11-2015,11,Nov,19,2015,6,Thu,FY15,4,Q4
20-11-2015,11,Nov,20,2015,7,Fri,FY15,4,Q4
21-11-2015,11,Nov,21,2015,1,Sat,FY15,4,Q4
22-11-2015,11,Nov,22,2015,2,Sun,FY15,4,Q4
23-11-2015,11,Nov,23,2015,3,Mon,FY15,4,Q4
24-11-2015,11,Nov,24,2015,4,Tue,FY15,4,Q4
25-11-2015,11,Nov,25,2015,5,Wed,FY15,4,Q4
26-11-2015,11,Nov,26,2015,6,Thu,FY15,4,Q4
27-11-2015,11,Nov,27,2015,7,Fri,FY15,4,Q4
28-11-2015,11,Nov,28,2015,1,Sat,FY15,4,Q4
29-11-2015,11,Nov,29,2015,2,Sun,FY15,4,Q4
30-11-2015,11,Nov,30,2015,3,Mon,FY15,4,Q4
01-12-2015,12,Dec,1,2015,4,Tue,FY15,4,Q4
02-12-2015,12,Dec,2,2015,5,Wed,FY15,4,Q4
03-12-2015,12,Dec,3,2015,6,Thu,FY15,4,Q4
04-12-2015,12,Dec,4,2015,7,Fri,FY15,4,Q4
05-12-2015,12,Dec,5,2015,1,Sat,FY15,4,Q4
06-12-2015,12,Dec,6,2015,2,Sun,FY15,4,Q4
07-12-2015,12,Dec,7,2015,3,Mon,FY15,4,Q4
08-12-2015,12,Dec,8,2015,4,Tue,FY15,4,Q4
09-12-2015,12,Dec,9,2015,5,Wed,FY15,4,Q4
10-12-2015,12,Dec,10,2015,6,Thu,FY15,4,Q4
11-12-2015,12,Dec,11,2015,7,Fri,FY15,4,Q4
12-12-2015,12,Dec,12,2015,1,Sat,FY15,4,Q4
13-12-2015,12,Dec,13,2015,2,Sun,FY15,4,Q4
14-12-2015,12,Dec,14,2015,3,Mon,FY15,4,Q4
15-12-2015,12,Dec,15,2015,4,Tue,FY15,4,Q4
16-12-2015,12,Dec,16,2015,5,Wed,FY15,4,Q4
17-12-2015,12,Dec,17,2015,6,Thu,FY15,4,Q4
18-12-2015,12,Dec,18,2015,7,Fri,FY15,4,Q4
19-12-2015,12,Dec,19,2015,1,Sat,FY15,4,Q4
20-12-2015,12,Dec,20,2015,2,Sun,FY15,4,Q4
21-12-2015,12,Dec,21,2015,3,Mon,FY15,4,Q4
22-12-2015,12,Dec,22,2015,4,Tue,FY15,4,Q4
23-12-2015,12,Dec,23,2015,5,Wed,FY15,4,Q4
24-12-2015,12,Dec,24,2015,6,Thu,FY15,4,Q4
25-12-2015,12,Dec,25,2015,7,Fri,FY15,4,Q4
26-12-2015,12,Dec,26,2015,1,Sat,FY15,4,Q4
27-12-2015,12,Dec,27,2015,2,Sun,FY15,4,Q4
28-12-2015,12,Dec,28,2015,3,Mon,FY15,4,Q4
29-12-2015,12,Dec,29,2015,4,Tue,FY15,4,Q4
30-12-2015,12,Dec,30,2015,5,Wed,FY15,4,Q4
31-12-2015,12,Dec,31,2015,6,Thu,FY15,4,Q4
01-01-2016,1,Jan,1,2016,7,Fri,FY16,1,Q1
02-01-2016,1,Jan,2,2016,1,Sat,FY16,1,Q1
03-01-2016,1,Jan,3,2016,2,Sun,FY16,1,Q1
04-01-2016,1,Jan,4,2016,3,Mon,FY16,1,Q1
05-01-2016,1,Jan,5,2016,4,Tue,FY16,1,Q1
06-01-2016,1,Jan,6,2016,5,Wed,FY16,1,Q1
07-01-2016,1,Jan,7,2016,6,Thu,FY16,1,Q1
08-01-2016,1,Jan,8,2016,7,Fri,FY16,1,Q1
09-01-2016,1,Jan,9,2016,1,Sat,FY16,1,Q1
10-01-2016,1,Jan,10,2016,2,Sun,FY16,1,Q1
11-01-2016,1,Jan,11,2016,3,Mon,FY16,1,Q1
12-01-2016,1,Jan,12,2016,4,Tue,FY16,1,Q1
13-01-2016,1,Jan,13,2016,5,Wed,FY16,1,Q1
14-01-2016,1,Jan,14,2016,6,Thu,FY16,1,Q1
15-01-2016,1,Jan,15,2016,7,Fri,FY16,1,Q1
16-01-2016,1,Jan,16,2016,1,Sat,FY16,1,Q1
17-01-2016,1,Jan,17,2016,2,Sun,FY16,1,Q1
18-01-2016,1,Jan,18,2016,3,Mon,FY16,1,Q1
19-01-2016,1,Jan,19,2016,4,Tue,FY16,1,Q1
20-01-2016,1,Jan,20,2016,5,Wed,FY16,1,Q1
21-01-2016,1,Jan,21,2016,6,Thu,FY16,1,Q1
22-01-2016,1,Jan,22,2016,7,Fri,FY16,1,Q1
23-01-2016,1,Jan,23,2016,1,Sat,FY16,1,Q1
24-01-2016,1,Jan,24,2016,2,Sun,FY16,1,Q1
25-01-2016,1,Jan,25,2016,3,Mon,FY16,1,Q1
26-01-2016,1,Jan,26,2016,4,Tue,FY16,1,Q1
27-01-2016,1,Jan,27,2016,5,Wed,FY16,1,Q1
28-01-2016,1,Jan,28,2016,6,Thu,FY16,1,Q1
29-01-2016,1,Jan,29,2016,7,Fri,FY16,1,Q1
30-01-2016,1,Jan,30,2016,1,Sat,FY16,1,Q1
31-01-2016,1,Jan,31,2016,2,Sun,FY16,1,Q1
01-02-2016,2,Feb,1,2016,3,Mon,FY16,1,Q1
02-02-2016,2,Feb,2,2016,4,Tue,FY16,1,Q1
03-02-2016,2,Feb,3,2016,5,Wed,FY16,1,Q1
04-02-2016,2,Feb,4,2016,6,Thu,FY16,1,Q1
05-02-2016,2,Feb,5,2016,7,Fri,FY16,1,Q1
06-02-2016,2,Feb,6,2016,1,Sat,FY16,1,Q1
07-02-2016,2,Feb,7,2016,2,Sun,FY16,1,Q1
08-02-2016,2,Feb,8,2016,3,Mon,FY16,1,Q1
09-02-2016,2,Feb,9,2016,4,Tue,FY16,1,Q1
10-02-2016,2,Feb,10,2016,5,Wed,FY16,1,Q1
11-02-2016,2,Feb,11,2016,6,Thu,FY16,1,Q1
12-02-2016,2,Feb,12,2016,7,Fri,FY16,1,Q1
13-02-2016,2,Feb,13,2016,1,Sat,FY16,1,Q1
14-02-2016,2,Feb,14,2016,2,Sun,FY16,1,Q1
15-02-2016,2,Feb,15,2016,3,Mon,FY16,1,Q1
16-02-2016,2,Feb,16,2016,4,Tue,FY16,1,Q1
17-02-2016,2,Feb,17,2016,5,Wed,FY16,1,Q1
18-02-2016,2,Feb,18,2016,6,Thu,FY16,1,Q1
19-02-2016,2,Feb,19,2016,7,Fri,FY16,1,Q1
20-02-2016,2,Feb,20,2016,1,Sat,FY16,1,Q1
21-02-2016,2,Feb,21,2016,2,Sun,FY16,1,Q1
22-02-2016,2,Feb,22,2016,3,Mon,FY16,1,Q1
23-02-2016,2,Feb,23,2016,4,Tue,FY16,1,Q1
24-02-2016,2,Feb,24,2016,5,Wed,FY16,1,Q1
25-02-2016,2,Feb,25,2016,6,Thu,FY16,1,Q1
26-02-2016,2,Feb,26,2016,7,Fri,FY16,1,Q1
27-02-2016,2,Feb,27,2016,1,Sat,FY16,1,Q1
28-02-2016,2,Feb,28,2016,2,Sun,FY16,1,Q1
29-02-2016,2,Feb,29,2016,3,Mon,FY16,1,Q1
01-03-2016,3,Mar,1,2016,4,Tue,FY16,1,Q1
02-03-2016,3,Mar,2,2016,5,Wed,FY16,1,Q1
03-03-2016,3,Mar,3,2016,6,Thu,FY16,1,Q1
04-03-2016,3,Mar,4,2016,7,Fri,FY16,1,Q1
05-03-2016,3,Mar,5,2016,1,Sat,FY16,1,Q1
06-03-2016,3,Mar,6,2016,2,Sun,FY16,1,Q1
07-03-2016,3,Mar,7,2016,3,Mon,FY16,1,Q1
08-03-2016,3,Mar,8,2016,4,Tue,FY16,1,Q1
09-03-2016,3,Mar,9,2016,5,Wed,FY16,1,Q1
10-03-2016,3,Mar,10,2016,6,Thu,FY16,1,Q1
11-03-2016,3,Mar,11,2016,7,Fri,FY16,1,Q1
12-03-2016,3,Mar,12,2016,1,Sat,FY16,1,Q1
13-03-2016,3,Mar,13,2016,2,Sun,FY16,1,Q1
14-03-2016,3,Mar,14,2016,3,Mon,FY16,1,Q1
15-03-2016,3,Mar,15,2016,4,Tue,FY16,1,Q1
16-03-2016,3,Mar,16,2016,5,Wed,FY16,1,Q1
17-03-2016,3,Mar,17,2016,6,Thu,FY16,1,Q1
18-03-2016,3,Mar,18,2016,7,Fri,FY16,1,Q1
19-03-2016,3,Mar,19,2016,1,Sat,FY16,1,Q1
20-03-2016,3,Mar,20,2016,2,Sun,FY16,1,Q1
21-03-2016,3,Mar,21,2016,3,Mon,FY16,1,Q1
22-03-2016,3,Mar,22,2016,4,Tue,FY16,1,Q1
23-03-2016,3,Mar,23,2016,5,Wed,FY16,1,Q1
24-03-2016,3,Mar,24,2016,6,Thu,FY16,1,Q1
25-03-2016,3,Mar,25,2016,7,Fri,FY16,1,Q1
26-03-2016,3,Mar,26,2016,1,Sat,FY16,1,Q1
27-03-2016,3,Mar,27,2016,2,Sun,FY16,1,Q1
28-03-2016,3,Mar,28,2016,3,Mon,FY16,1,Q1
29-03-2016,3,Mar,29,2016,4,Tue,FY16,1,Q1
30-03-2016,3,Mar,30,2016,5,Wed,FY16,1,Q1
31-03-2016,3,Mar,31,2016,6,Thu,FY16,1,Q1
01-04-2016,4,Apr,1,2016,7,Fri,FY16,2,Q2
02-04-2016,4,Apr,2,2016,1,Sat,FY16,2,Q2
03-04-2016,4,Apr,3,2016,2,Sun,FY16,2,Q2
04-04-2016,4,Apr,4,2016,3,Mon,FY16,2,Q2
05-04-2016,4,Apr,5,2016,4,Tue,FY16,2,Q2
06-04-2016,4,Apr,6,2016,5,Wed,FY16,2,Q2
07-04-2016,4,Apr,7,2016,6,Thu,FY16,2,Q2
08-04-2016,4,Apr,8,2016,7,Fri,FY16,2,Q2
09-04-2016,4,Apr,9,2016,1,Sat,FY16,2,Q2
10-04-2016,4,Apr,10,2016,2,Sun,FY16,2,Q2
11-04-2016,4,Apr,11,2016,3,Mon,FY16,2,Q2
12-04-2016,4,Apr,12,2016,4,Tue,FY16,2,Q2
13-04-2016,4,Apr,13,2016,5,Wed,FY16,2,Q2
14-04-2016,4,Apr,14,2016,6,Thu,FY16,2,Q2
15-04-2016,4,Apr,15,2016,7,Fri,FY16,2,Q2
16-04-2016,4,Apr,16,2016,1,Sat,FY16,2,Q2
17-04-2016,4,Apr,17,2016,2,Sun,FY16,2,Q2
18-04-2016,4,Apr,18,2016,3,Mon,FY16,2,Q2
19-04-2016,4,Apr,19,2016,4,Tue,FY16,2,Q2
20-04-2016,4,Apr,20,2016,5,Wed,FY16,2,Q2
21-04-2016,4,Apr,21,2016,6,Thu,FY16,2,Q2
22-04-2016,4,Apr,22,2016,7,Fri,FY16,2,Q2
23-04-2016,4,Apr,23,2016,1,Sat,FY16,2,Q2
24-04-2016,4,Apr,24,2016,2,Sun,FY16,2,Q2
25-04-2016,4,Apr,25,2016,3,Mon,FY16,2,Q2
26-04-2016,4,Apr,26,2016,4,Tue,FY16,2,Q2
27-04-2016,4,Apr,27,2016,5,Wed,FY16,2,Q2
28-04-2016,4,Apr,28,2016,6,Thu,FY16,2,Q2
29-04-2016,4,Apr,29,2016,7,Fri,FY16,2,Q2
30-04-2016,4,Apr,30,2016,1,Sat,FY16,2,Q2
01-05-2016,5,May,1,2016,2,Sun,FY16,2,Q2
02-05-2016,5,May,2,2016,3,Mon,FY16,2,Q2
03-05-2016,5,May,3,2016,4,Tue,FY16,2,Q2
04-05-2016,5,May,4,2016,5,Wed,FY16,2,Q2
05-05-2016,5,May,5,2016,6,Thu,FY16,2,Q2
06-05-2016,5,May,6,2016,7,Fri,FY16,2,Q2
07-05-2016,5,May,7,2016,1,Sat,FY16,2,Q2
08-05-2016,5,May,8,2016,2,Sun,FY16,2,Q2
09-05-2016,5,May,9,2016,3,Mon,FY16,2,Q2
10-05-2016,5,May,10,2016,4,Tue,FY16,2,Q2
11-05-2016,5,May,11,2016,5,Wed,FY16,2,Q2
12-05-2016,5,May,12,2016,6,Thu,FY16,2,Q2
13-05-2016,5,May,13,2016,7,Fri,FY16,2,Q2
14-05-2016,5,May,14,2016,1,Sat,FY16,2,Q2
15-05-2016,5,May,15,2016,2,Sun,FY16,2,Q2
16-05-2016,5,May,16,2016,3,Mon,FY16,2,Q2
17-05-2016,5,May,17,2016,4,Tue,FY16,2,Q2
