platform,order_placed_dt,order_num,quantity,item_id,item_price,return_ind
Desktop,"March 11, 2016",CA-2016-168893,4,OFF-FA-10002280,5,0
Desktop,"March 11, 2016",CA-2016-168893,3,OFF-AR-10001770,2.66,0
Desktop,"March 11, 2016",CA-2016-168893,5,FUR-FU-10002885,4.82,0
Desktop,"March 11, 2016",CA-2016-168893,1,OFF-AR-10003772,8.75,0
Desktop,"March 11, 2016",CA-2016-168893,3,FUR-TA-10003392,280.98,0
Desktop,"March 5, 2016",CA-2016-163398,1,OFF-BI-10000014,2.182,0
Desktop,"March 5, 2016",CA-2016-163398,7,OFF-AR-10003217,3.912,0
Desktop,"March 5, 2016",CA-2016-163398,3,OFF-AP-10002403,8.802,0
Phone,27-12-2016,CA-2016-162726,2,OFF-PA-10001972,5.184,0
Phone,27-12-2016,CA-2016-162726,4,OFF-PA-10004041,5.92,0
Phone,22-07-2016,US-2016-111290,1,TEC-AC-10004975,109.95,0
Phone,22-07-2016,US-2016-111290,5,OFF-ST-10001932,193.17,0
Phone,22-07-2016,US-2016-111290,5,OFF-AR-10001761,5.84,0
Phone,22-07-2016,US-2016-111290,5,OFF-PA-10002262,6.48,0
Phone,16-11-2014,US-2014-147704,5,OFF-EN-10004483,15.67,0
Phone,16-11-2014,US-2014-147704,6,OFF-PA-10003270,5.28,0
Phone,16-11-2014,US-2014-147704,4,OFF-BI-10001634,7.28,0
Phone,16-11-2014,US-2014-147704,5,OFF-ST-10000675,33.89,0
Phone,19-06-2015,CA-2015-121965,2,FUR-FU-10000732,6.28,0
Phone,19-06-2015,CA-2015-121965,1,OFF-PA-10004355,6.48,0
Phone,19-06-2015,CA-2015-121965,3,OFF-EN-10000056,62.23,0
Phone,"April 7, 2016",CA-2016-147137,5,FUR-FU-10000221,5.08,0
Phone,"April 7, 2016",CA-2016-147137,2,OFF-EN-10003567,21.98,0
Phone,"April 7, 2016",CA-2016-147137,5,FUR-BO-10001811,255.833,0
Phone,"April 7, 2016",CA-2016-147137,4,OFF-ST-10002486,6.98,0
Desktop,"March 9, 2015",US-2015-146745,2,FUR-CH-10002372,64.784,0
Desktop,"March 9, 2015",US-2015-146745,2,OFF-BI-10003274,3.184,0
Phone,"July 8, 2017",CA-2017-115175,5,OFF-PA-10001878,48.91,0
Desktop,13-03-2017,CA-2017-105851,2,OFF-SU-10002881,666.248,0
Desktop,28-09-2017,US-2017-125717,1,FUR-FU-10001979,32.776,0
Desktop,28-09-2017,US-2017-125717,2,OFF-ST-10001522,73.592,0
Desktop,28-09-2017,US-2017-125717,2,TEC-AC-10003657,27.192,0
Desktop,28-09-2017,US-2017-125717,4,OFF-BI-10001718,19.194,0
Desktop,28-09-2017,US-2017-125717,3,OFF-PA-10003022,4.784,0
Desktop,28-09-2017,US-2017-125717,2,OFF-AP-10000891,104.896,0
Phone,"July 8, 2015",CA-2015-163895,1,OFF-BI-10004970,3.304,0
Phone,24-11-2017,CA-2017-168641,9,OFF-AR-10003759,1.82,0
Phone,24-11-2017,CA-2017-168641,2,OFF-EN-10003001,83.98,0
Phone,24-11-2017,CA-2017-168641,2,FUR-BO-10000780,160.784,0
Phone,24-11-2017,CA-2017-168641,2,OFF-PA-10001972,6.48,0
Tablet,"August 5, 2017",CA-2017-156895,3,FUR-CH-10003535,42.686,0
Phone,29-09-2017,CA-2017-121300,1,FUR-CH-10003774,63.686,0
Phone,29-09-2017,CA-2017-121300,3,TEC-AC-10004571,79.992,0
Phone,29-09-2017,CA-2017-121300,2,FUR-TA-10004442,172.11,0
Phone,29-09-2017,CA-2017-121300,3,OFF-PA-10002787,5.184,0
Phone,29-09-2017,CA-2017-121300,4,FUR-FU-10004586,5.312,0
Phone,29-09-2017,CA-2017-121300,2,OFF-PA-10002606,4.224,0
Phone,22-10-2017,CA-2017-130211,3,OFF-ST-10000129,111.03,0
Phone,22-10-2017,CA-2017-130211,2,FUR-TA-10003748,124.49,0
Phone,24-03-2014,CA-2014-147235,5,OFF-PA-10004948,4.98,0
Desktop,"March 11, 2016",CA-2016-109365,7,OFF-FA-10001561,2.18,0
Desktop,"March 11, 2016",CA-2016-109365,2,OFF-AP-10002998,21.66,0
Desktop,"March 11, 2016",CA-2016-109365,12,OFF-BI-10003981,3.632,0
Desktop,"March 11, 2016",CA-2016-109365,3,OFF-PA-10001725,38.76,0
Desktop,"March 11, 2016",CA-2016-109365,2,OFF-BI-10002071,4.648,0
Desktop,"March 11, 2016",CA-2016-109365,3,OFF-PA-10000477,6.48,0
Desktop,"March 11, 2016",CA-2016-109365,3,OFF-PA-10004359,104.85,0
Phone,"May 9, 2015",CA-2015-162621,5,OFF-BI-10000962,3.254,0
Phone,"May 9, 2015",CA-2015-162621,9,OFF-SU-10003567,7.68,0
Phone,"May 9, 2015",CA-2015-162621,3,OFF-BI-10003708,1.49,0
Desktop,14-08-2017,CA-2017-105921,3,FUR-TA-10001095,139.432,0
Desktop,"January 12, 2014",CA-2014-150798,2,TEC-CO-10001571,329.994,0
Desktop,"January 12, 2014",CA-2014-150798,2,FUR-FU-10000221,4.064,0
Desktop,"January 12, 2014",CA-2014-150798,7,OFF-PA-10001972,5.184,0
Desktop,"January 12, 2014",CA-2014-150798,6,FUR-CH-10000015,151.62,0
Desktop,18-06-2017,CA-2017-112753,9,FUR-BO-10004015,101.9915,1
Desktop,18-06-2017,CA-2017-112753,6,OFF-PA-10002036,6.48,1
Phone,"February 12, 2017",CA-2017-155075,4,OFF-BI-10003650,157.794,0
Desktop,21-11-2014,CA-2014-103401,2,OFF-PA-10003309,6.48,0
Desktop,"October 4, 2016",CA-2016-124814,2,OFF-PA-10002787,6.48,0
Desktop,"October 4, 2016",CA-2016-124814,5,OFF-BI-10000174,4.64,0
Desktop,30-06-2014,CA-2014-116757,5,OFF-PA-10002005,5.184,0
Desktop,30-06-2014,CA-2014-116757,6,OFF-FA-10002815,3.552,0
Phone,24-12-2014,US-2014-138247,7,TEC-PH-10000213,24.808,0
Phone,24-12-2014,US-2014-138247,2,OFF-AP-10000828,180.98,0
Phone,24-12-2014,US-2014-138247,3,TEC-AC-10004708,20.95,0
Phone,24-12-2014,US-2014-138247,3,TEC-PH-10001530,272.792,0
Phone,24-12-2014,US-2014-138247,1,OFF-ST-10002301,20.34,0
Phone,24-12-2014,US-2014-138247,1,FUR-FU-10002554,23.99,0
Desktop,23-05-2017,CA-2017-167003,3,FUR-TA-10001520,57.096,1
Phone,"October 11, 2016",CA-2016-119935,2,FUR-FU-10001085,18.65,0
Phone,"October 11, 2016",CA-2016-119935,2,OFF-BI-10001597,40.98,0
Phone,"February 10, 2016",CA-2016-118969,6,OFF-BI-10002429,9.132,0
Desktop,"June 9, 2016",CA-2016-145240,1,OFF-ST-10001590,10.784,0
Phone,27-10-2016,CA-2016-120873,1,FUR-CH-10000847,290.98,1
Phone,22-10-2017,US-2017-111920,4,OFF-AR-10003179,9.11,0
Desktop,15-09-2016,US-2016-128678,5,OFF-PA-10000807,4.28,0
Desktop,15-09-2016,US-2016-128678,7,OFF-BI-10002103,6.952,0
Phone,25-09-2016,CA-2016-101385,4,OFF-AR-10004441,4.14,0
Phone,"October 6, 2017",CA-2017-107167,8,OFF-ST-10003805,168.44,0
Tablet,20-02-2014,CA-2014-109491,3,TEC-AC-10001284,20.77,0
Tablet,20-02-2014,CA-2014-109491,4,FUR-FU-10000221,5.08,0
Desktop,20-02-2017,CA-2017-105445,3,OFF-FA-10001229,3.144,0
Desktop,"February 11, 2014",CA-2014-107454,7,OFF-LA-10001569,4.98,0
Desktop,"February 11, 2014",CA-2014-107454,6,FUR-FU-10004018,14.89,0
Desktop,17-07-2017,US-2017-105046,2,TEC-PH-10004536,134.99,1
Desktop,17-07-2017,US-2017-105046,5,OFF-PA-10004353,19.98,1
Desktop,17-07-2017,US-2017-105046,4,FUR-FU-10004848,9.77,1
Tablet,"August 9, 2017",CA-2017-152856,4,TEC-AC-10004864,29.208,0
Phone,14-11-2016,CA-2016-134691,2,OFF-BI-10002393,1.148,0
Desktop,14-11-2016,CA-2016-118759,2,FUR-CH-10002335,204.003,0
Desktop,14-11-2016,CA-2016-118759,3,OFF-ST-10001590,13.48,0
Phone,"October 10, 2014",CA-2014-140403,3,FUR-CH-10002774,40.784,0
Phone,"October 10, 2014",CA-2014-140403,2,OFF-EN-10001219,7.64,0
Desktop,19-03-2015,CA-2015-163104,2,OFF-PA-10001947,5.98,0
Phone,"August 7, 2017",CA-2017-138464,3,FUR-FU-10003142,5.28,0
Phone,"August 7, 2017",CA-2017-138464,3,OFF-BI-10001543,28.792,0
Phone,"August 7, 2017",CA-2017-138464,3,OFF-AR-10003560,6.08,0
Phone,"August 7, 2017",CA-2017-138464,4,OFF-AR-10004757,3.28,0
Desktop,27-02-2015,CA-2015-104129,2,TEC-PH-10003800,52.99,1
Desktop,27-02-2015,CA-2015-104129,7,FUR-TA-10004152,70.56,1
Phone,16-06-2017,US-2017-132206,7,OFF-BI-10000756,0.848,0
Desktop,30-03-2017,CA-2017-113474,2,OFF-EN-10004206,162.93,0
Desktop,"December 7, 2015",CA-2015-126557,9,FUR-CH-10004477,42.623,0
Desktop,"December 7, 2015",CA-2015-126557,2,TEC-PH-10003505,74.24,0
Desktop,"December 7, 2015",CA-2015-126557,7,TEC-PH-10000526,76.792,0
Desktop,"December 7, 2015",CA-2015-126557,2,OFF-BI-10003314,0.964,0
Desktop,"December 7, 2015",CA-2015-126557,3,OFF-AR-10003190,2.304,0
Desktop,"December 7, 2015",CA-2015-126557,1,FUR-FU-10001861,7.76,0
Desktop,"December 7, 2015",CA-2015-126557,4,TEC-PH-10003963,164.792,0
Phone,30-04-2017,US-2017-107636,2,OFF-LA-10003388,2.88,0
Phone,13-07-2014,US-2014-165862,3,FUR-TA-10002855,117.072,0
Phone,27-12-2014,US-2014-106334,3,FUR-CH-10004886,76.76,0
Phone,27-12-2014,US-2014-106334,3,OFF-PA-10003657,4.28,0
Phone,27-02-2016,CA-2016-101448,3,OFF-BI-10004738,18.94,0
Desktop,23-03-2015,CA-2015-130218,4,OFF-FA-10003112,7.89,0
Desktop,23-03-2015,CA-2015-130218,4,OFF-ST-10002486,6.98,0
Desktop,21-10-2017,US-2017-117331,1,OFF-BI-10003984,8.559,0
Phone,31-12-2014,CA-2014-127383,2,OFF-EN-10004773,24.784,0
Phone,"May 5, 2014",CA-2014-110219,3,FUR-CH-10001146,42.623,0
Desktop,"April 12, 2015",CA-2015-118871,3,OFF-EN-10003296,90.48,0
Desktop,"April 12, 2015",CA-2015-118871,3,TEC-PH-10000193,36.784,0
Desktop,"April 12, 2015",CA-2015-118871,5,FUR-FU-10002111,7.28,0
Desktop,26-09-2017,CA-2017-129490,4,FUR-CH-10003298,104.784,0
Phone,"September 12, 2014",CA-2014-101175,6,OFF-ST-10004950,16.784,0
Tablet,"March 12, 2017",US-2017-149510,3,OFF-AP-10002350,15.072,0
Tablet,"March 12, 2017",US-2017-149510,6,OFF-BI-10004233,4.797,0
Tablet,"March 12, 2017",US-2017-149510,4,OFF-PA-10001892,6.112,0
Tablet,"August 11, 2015",CA-2015-111990,6,OFF-BI-10003291,1.746,0
Desktop,19-04-2014,CA-2014-169460,3,FUR-FU-10004017,25.38,0
Desktop,25-05-2015,US-2015-152128,3,OFF-AR-10002445,7.08,0
Desktop,25-05-2015,US-2015-152128,2,OFF-BI-10001718,63.98,0
Phone,17-07-2017,CA-2017-126662,2,TEC-CO-10004202,239.992,0
Phone,"December 12, 2016",CA-2016-139395,7,TEC-PH-10002103,93.99,0
Phone,"December 12, 2016",CA-2016-139395,4,FUR-FU-10003724,8.37,0
Phone,"December 12, 2016",CA-2016-139395,5,OFF-AR-10003732,2.78,0
Phone,"December 12, 2016",CA-2016-139395,2,OFF-ST-10000885,13.43,0
Phone,"November 4, 2014",US-2014-121734,1,OFF-BI-10004817,9.584,0
Desktop,"September 6, 2015",CA-2015-110947,3,OFF-BI-10001670,37.7,0
Desktop,27-07-2014,US-2014-150126,11,OFF-PA-10002709,5.98,0
Tablet,31-07-2015,CA-2015-164427,6,TEC-AC-10004469,39.95,0
Phone,19-09-2016,CA-2016-120250,3,FUR-FU-10003424,8.544,0
Phone,"October 6, 2016",CA-2016-121993,8,OFF-LA-10003720,2.952,0
Desktop,26-08-2016,US-2016-100405,2,OFF-AR-10000390,4.13,0
Desktop,"February 11, 2017",US-2017-163790,7,OFF-EN-10001335,10.94,0
Desktop,"February 11, 2017",US-2017-163790,5,OFF-AR-10003469,1.76,0
Desktop,"February 11, 2017",US-2017-163790,6,OFF-BI-10003718,98.392,0
Desktop,"February 11, 2017",US-2017-163790,3,OFF-FA-10004838,1.86,0
Desktop,"February 11, 2017",US-2017-163790,3,FUR-FU-10002508,8.34,0
Desktop,"February 11, 2017",US-2017-163790,7,OFF-ST-10001511,64.65,0
Desktop,26-12-2016,CA-2016-129868,2,OFF-SU-10000952,8.88,0
Desktop,26-12-2016,CA-2016-129868,2,TEC-PH-10002275,151.192,0
Desktop,26-12-2016,CA-2016-129868,3,FUR-CH-10003535,48.784,0
Desktop,26-12-2016,CA-2016-129868,2,OFF-AP-10004052,3.95,0
Desktop,26-12-2016,CA-2016-129868,3,FUR-TA-10003473,300.904,0
Desktop,26-12-2016,CA-2016-129868,3,OFF-AR-10001897,17.99,0
Desktop,"May 12, 2016",CA-2016-140564,8,OFF-AR-10000034,4.24,0
Phone,28-08-2017,US-2017-169502,3,OFF-SU-10004115,7.27,0
Phone,28-08-2017,US-2017-169502,5,OFF-AP-10001947,18.32,0
Phone,16-07-2015,CA-2015-146948,1,FUR-CH-10004853,150.98,0
Phone,16-07-2015,CA-2015-146948,9,OFF-EN-10000483,15.25,0
Phone,16-07-2015,CA-2015-146948,4,OFF-FA-10001332,2.88,0
Desktop,26-05-2015,US-2015-113327,1,OFF-PA-10003790,18.272,0
Desktop,26-05-2015,US-2015-113327,4,OFF-PA-10003134,38.432,0
Desktop,26-05-2015,US-2015-113327,2,OFF-EN-10004459,6.112,0
Desktop,26-05-2015,US-2015-113327,7,TEC-AC-10003628,23.992,0
Desktop,28-05-2015,CA-2015-135020,1,TEC-PH-10004093,45.99,0
Desktop,28-05-2015,CA-2015-135020,3,OFF-ST-10001490,178.47,0
Desktop,28-05-2015,CA-2015-135020,2,OFF-BI-10000605,3.048,0
Desktop,28-05-2015,CA-2015-135020,7,OFF-PA-10004255,6.48,0
Desktop,"September 11, 2017",US-2017-141852,8,FUR-FU-10000023,5.89,0
Phone,24-01-2016,CA-2016-109407,4,OFF-BI-10000285,7.84,0
Phone,31-12-2016,US-2017-165953,3,OFF-AR-10000588,15.872,0
Phone,31-12-2016,US-2017-165953,5,OFF-PA-10002250,4.696,0
Desktop,"May 9, 2016",CA-2016-144540,3,OFF-AP-10002457,20.93,0
Desktop,"May 9, 2016",CA-2016-144540,9,OFF-FA-10002763,3.16,0
Phone,"April 9, 2015",CA-2015-159863,3,TEC-AC-10000109,44.792,0
Desktop,21-09-2015,CA-2015-117800,2,TEC-PH-10002415,294.95,0
Desktop,21-09-2015,CA-2015-117800,3,FUR-CH-10000785,180.98,0
Phone,24-12-2017,CA-2017-145219,6,TEC-CO-10001449,479.992,0
Phone,24-12-2017,CA-2017-145219,3,OFF-BI-10001670,30.16,0
Desktop,"May 10, 2015",CA-2015-161214,5,OFF-ST-10001328,15.51,0
Phone,"September 9, 2017",CA-2017-147228,3,OFF-SU-10001225,2.944,0
Phone,"September 9, 2017",CA-2017-147228,4,OFF-PA-10000357,44.384,0
Phone,"September 9, 2017",CA-2017-147228,2,OFF-ST-10000046,129.24,0
Phone,"September 9, 2017",CA-2017-147228,3,FUR-FU-10000023,4.712,0
Desktop,13-11-2016,CA-2016-101336,5,OFF-ST-10003455,15.51,0
Desktop,13-11-2016,CA-2016-101336,2,OFF-ST-10000876,12.44,0
Desktop,13-11-2016,CA-2016-101336,5,OFF-AR-10003582,28.15,0
Desktop,13-11-2016,CA-2016-101336,3,OFF-ST-10004258,12.21,0
Desktop,15-10-2015,US-2015-126235,2,FUR-FU-10000719,8.57,0
Desktop,"March 8, 2017",CA-2017-168396,5,OFF-LA-10001297,10.35,0
Desktop,"March 8, 2017",CA-2017-168396,3,FUR-FU-10000723,41.32,0
Desktop,21-08-2015,CA-2015-130456,6,FUR-BO-10003893,97.733,1
Desktop,21-08-2015,CA-2015-130456,1,OFF-ST-10000736,80.98,1
Desktop,"December 3, 2017",CA-2017-116288,3,OFF-ST-10000736,80.98,0
Phone,27-04-2017,CA-2017-168228,4,OFF-AR-10003373,30.98,0
Phone,27-04-2017,CA-2017-168228,3,OFF-AR-10000390,4.13,0
Phone,27-04-2017,CA-2017-168228,2,OFF-AR-10001725,23.65,0
Phone,"November 9, 2016",CA-2016-102162,8,TEC-CO-10001943,199.99,0
Phone,"November 9, 2016",CA-2016-102162,1,OFF-EN-10002312,11.09,0
Tablet,22-10-2017,CA-2017-130141,4,OFF-BI-10000831,0.792,0
Tablet,22-10-2017,CA-2017-130141,4,FUR-CH-10000749,144.784,0
Phone,"February 8, 2015",CA-2015-147501,2,OFF-BI-10002003,3.184,0
Phone,"February 8, 2015",CA-2015-147501,2,TEC-MA-10001972,279.2,0
Phone,"December 8, 2016",CA-2016-143910,2,FUR-CH-10000225,72.882,0
Phone,30-05-2014,CA-2014-146885,3,OFF-PA-10001622,4.54,0
Tablet,26-04-2016,CA-2016-139556,3,FUR-CH-10004983,144.882,0
Phone,14-05-2017,CA-2017-129357,9,OFF-PA-10003228,48.91,0
Phone,14-05-2017,CA-2017-129357,5,OFF-SU-10004498,12.88,0
Desktop,"August 4, 2017",CA-2017-150987,5,OFF-PA-10001878,48.91,0
Desktop,"August 4, 2017",CA-2017-150987,4,OFF-PA-10002923,48.94,0
Phone,17-02-2017,CA-2017-132647,2,OFF-PA-10001838,5.88,0
Phone,17-02-2017,CA-2017-132647,5,OFF-ST-10003123,33.29,0
Desktop,24-06-2017,CA-2017-159107,1,OFF-FA-10001332,2.88,0
Phone,"May 5, 2014",CA-2014-160738,2,OFF-ST-10003442,22.624,0
Desktop,"March 5, 2015",CA-2015-112130,2,OFF-AR-10001468,29.952,0
Desktop,"March 5, 2015",CA-2015-112130,2,OFF-AP-10003266,11.848,0
Desktop,"March 5, 2015",CA-2015-112130,2,OFF-PA-10002230,3.984,0
Desktop,"March 5, 2015",CA-2015-112130,7,OFF-AP-10003622,2.6,0
Desktop,"March 5, 2015",CA-2015-112130,3,TEC-AC-10001542,9.184,0
Desktop,"March 5, 2015",CA-2015-112130,6,FUR-CH-10002965,140.686,0
Desktop,"March 5, 2015",CA-2015-112130,3,OFF-ST-10000563,25.584,0
Phone,18-09-2016,CA-2016-111409,1,OFF-LA-10002787,3,0
Phone,22-09-2016,CA-2016-116232,9,OFF-BI-10004022,0.834,0
Phone,22-09-2016,CA-2016-116232,2,OFF-LA-10001158,8.28,0
Desktop,"October 1, 2016",CA-2016-116547,4,FUR-FU-10000076,19.98,1
Desktop,"October 1, 2016",CA-2016-116547,2,TEC-AC-10002335,34.99,1
Phone,"June 5, 2017",US-2017-133200,10,OFF-BI-10002827,1.106,0
Phone,"June 5, 2017",US-2017-133200,7,FUR-BO-10001601,89.0664,0
Phone,"June 5, 2017",US-2017-133200,5,OFF-ST-10001932,154.536,0
Tablet,31-07-2016,CA-2016-133550,4,OFF-AP-10001005,70.785,0
Tablet,31-07-2016,CA-2016-133550,4,TEC-PH-10004042,158.99,0
Tablet,31-07-2016,CA-2016-133550,1,TEC-PH-10001079,118.99,0
Tablet,31-07-2016,CA-2016-133550,3,FUR-FU-10002918,90.98,0
Desktop,27-03-2017,CA-2017-139416,2,FUR-FU-10003832,7.504,0
Desktop,14-03-2014,CA-2014-114510,4,OFF-BI-10001617,8.272,0
Desktop,14-03-2014,CA-2014-114510,1,OFF-ST-10000736,80.98,0
Desktop,14-03-2014,CA-2014-114510,12,TEC-AC-10004877,6.9,0
Desktop,14-03-2014,CA-2014-114510,2,OFF-ST-10003221,10.68,0
Desktop,14-03-2014,CA-2014-114510,2,OFF-BI-10003007,31.024,0
Tablet,14-07-2016,CA-2016-169215,9,OFF-FA-10000936,3.29,0
Phone,"January 12, 2016",CA-2016-127698,9,TEC-PH-10003811,95.992,0
Tablet,29-08-2016,CA-2016-159912,4,FUR-TA-10004152,60.48,0
Tablet,29-08-2016,CA-2016-159912,4,FUR-BO-10002853,40.97,0
Tablet,29-08-2016,CA-2016-159912,2,OFF-BI-10002071,1.743,0
Tablet,29-08-2016,CA-2016-159912,7,OFF-FA-10000053,1.512,0
Phone,24-06-2016,CA-2016-101987,9,TEC-PH-10001305,48.99,0
Phone,30-03-2017,US-2017-154851,5,OFF-BI-10001525,1.143,0
Phone,20-12-2014,CA-2014-138681,2,FUR-FU-10001876,25.984,0
Phone,20-12-2014,CA-2014-138681,3,TEC-AC-10003628,23.992,0
Phone,20-12-2014,CA-2014-138681,3,FUR-CH-10004860,80.784,0
Phone,20-12-2014,CA-2014-138681,5,OFF-PA-10000357,44.384,0
Phone,20-12-2014,CA-2014-138681,2,OFF-PA-10003270,4.224,0
Phone,17-12-2015,US-2015-138121,4,OFF-BI-10000320,7.38,0
Phone,17-12-2015,US-2015-138121,3,FUR-CH-10003846,100.98,0
Phone,17-12-2015,US-2015-138121,2,FUR-CH-10004875,71.18,0
Phone,17-12-2015,US-2015-138121,9,FUR-CH-10003817,60.74,0
Phone,17-12-2015,US-2015-138121,3,FUR-FU-10002116,70.71,0
Desktop,"November 5, 2017",CA-2017-140298,2,OFF-AR-10003481,2.624,0
Desktop,"November 5, 2017",CA-2017-140298,2,OFF-ST-10004180,37.208,0
Desktop,"November 5, 2017",CA-2017-140298,2,OFF-PA-10003657,3.424,0
Desktop,"November 5, 2017",CA-2017-140298,1,FUR-FU-10001967,7.996,0
Desktop,24-06-2016,CA-2016-166240,2,OFF-AP-10002082,4.356,0
Phone,17-05-2016,CA-2016-158435,7,OFF-SU-10000381,9.31,0
Phone,17-05-2016,CA-2016-158435,2,OFF-LA-10002475,7.31,0
Phone,17-05-2016,CA-2016-158435,4,FUR-FU-10003975,43.31,0
Phone,29-06-2017,CA-2017-138149,5,OFF-BI-10003091,179.184,0
Phone,29-06-2017,CA-2017-138149,3,OFF-ST-10002974,43.57,0
Phone,29-06-2017,CA-2017-138149,2,OFF-AR-10000255,5.84,0
Phone,29-06-2017,CA-2017-138149,3,TEC-AC-10001284,20.77,0
Phone,31-03-2014,CA-2014-112403,1,OFF-BI-10003529,0.852,0
Phone,16-12-2014,CA-2014-108273,7,OFF-PA-10000029,5.184,0
Phone,16-12-2014,CA-2014-108273,2,FUR-FU-10002116,28.284,0
Phone,18-05-2017,CA-2017-121643,2,TEC-PH-10002200,172.352,0
Tablet,"December 5, 2015",US-2015-122910,2,TEC-PH-10000441,100.792,0
Phone,"March 12, 2017",CA-2017-143126,2,FUR-TA-10002958,260.98,0
Desktop,"December 12, 2015",CA-2015-129042,3,OFF-AR-10001662,2.74,0
Desktop,"October 10, 2015",CA-2015-109736,7,OFF-PA-10004101,6.48,1
Desktop,18-04-2015,CA-2015-142601,7,OFF-ST-10002756,135.31,1
Desktop,18-04-2015,CA-2015-142601,2,OFF-PA-10000483,30.98,1
Desktop,"July 6, 2014",CA-2014-106229,3,FUR-TA-10002041,89.645,0
Phone,"January 9, 2017",US-2017-135230,1,OFF-AR-10001166,7.58,0
Phone,22-05-2016,CA-2016-159653,3,OFF-LA-10004345,4.91,0
Phone,"November 11, 2016",CA-2016-131968,2,OFF-BI-10002852,4.944,0
Phone,"November 11, 2016",CA-2016-131968,3,OFF-AP-10001058,223.848,0
Desktop,25-11-2014,CA-2014-119151,4,OFF-ST-10003470,279.48,0
Desktop,25-11-2014,CA-2014-119151,3,FUR-BO-10003159,91.984,0
Phone,"July 11, 2014",CA-2014-123323,7,OFF-BI-10003684,17.592,0
Desktop,18-07-2016,CA-2016-124681,3,TEC-AC-10000487,5.192,0
Desktop,29-03-2015,US-2015-103996,6,OFF-PA-10001736,35.44,0
Desktop,29-03-2015,US-2015-103996,3,OFF-PA-10001609,3.29,0
Desktop,29-03-2015,US-2015-103996,3,TEC-AC-10003116,17.75,0
Desktop,29-03-2015,US-2015-103996,3,FUR-FU-10004586,6.64,0
Phone,"July 4, 2016",CA-2016-120530,3,FUR-CH-10000454,219.582,0
Phone,13-06-2015,CA-2015-155054,2,OFF-BI-10004970,4.13,0
Phone,13-06-2015,CA-2015-155054,2,OFF-BI-10002824,14.92,0
Phone,13-06-2015,CA-2015-155054,2,TEC-AC-10003657,33.99,0
Phone,18-02-2015,CA-2015-105725,2,OFF-LA-10003510,30.53,0
Phone,18-02-2015,CA-2015-105725,1,FUR-TA-10001676,35.544,0
Tablet,"December 11, 2017",CA-2017-164364,2,OFF-LA-10004853,4.98,0
Tablet,"December 11, 2017",CA-2017-164364,3,OFF-AR-10000315,3.07,0
Tablet,"December 11, 2017",CA-2017-164364,3,OFF-SU-10000381,9.31,0
Desktop,"May 3, 2017",CA-2017-168123,2,OFF-FA-10002763,3.95,0
Desktop,"May 3, 2017",CA-2017-168123,4,OFF-ST-10000877,55.29,0
Desktop,"May 3, 2017",CA-2017-168123,2,OFF-BI-10001071,63.98,0
Desktop,"May 3, 2017",CA-2017-168123,3,OFF-BI-10001097,6.23,0
Tablet,"March 3, 2016",CA-2016-120005,3,OFF-SU-10004782,8.45,0
Tablet,"March 3, 2016",CA-2016-120005,3,FUR-FU-10000672,11.76,0
Phone,24-12-2016,CA-2016-123526,5,OFF-PA-10002986,6.68,1
Phone,"July 10, 2016",CA-2016-127649,3,TEC-MA-10001972,279.2,0
Desktop,"September 12, 2016",CA-2016-159989,3,TEC-PH-10000169,13.56,0
Desktop,20-11-2017,CA-2017-103499,2,FUR-CH-10001482,104.784,0
Desktop,"December 12, 2015",US-2015-167220,4,TEC-AC-10002018,5.592,0
Desktop,"March 2, 2017",CA-2017-126354,2,OFF-BI-10000301,1.941,0
Desktop,"March 2, 2017",CA-2017-126354,3,OFF-PA-10004381,38.432,0
Phone,21-09-2017,CA-2017-169817,2,OFF-BI-10004141,0.954,0
Phone,30-04-2017,US-2017-144582,7,OFF-BI-10001575,6.196,0
Desktop,"March 11, 2014",CA-2014-121573,4,TEC-PH-10000984,195.99,0
Desktop,"March 11, 2014",CA-2014-121573,2,OFF-BI-10000666,24.448,0
Desktop,"March 11, 2014",CA-2014-121573,2,OFF-BI-10003712,3.928,0
Phone,30-12-2016,CA-2016-117660,2,OFF-LA-10003720,2.952,0
Phone,30-12-2016,CA-2016-117660,2,OFF-SU-10001664,6.856,0
Desktop,17-09-2014,CA-2014-112851,3,OFF-EN-10001453,60.98,0
Tablet,24-11-2017,CA-2017-123701,4,OFF-AR-10001860,6.94,0
Phone,24-04-2015,CA-2015-118227,1,OFF-AR-10001044,25.99,0
Desktop,"September 3, 2015",CA-2015-123155,5,TEC-AC-10002473,22.704,0
Desktop,"September 3, 2015",CA-2015-123155,3,TEC-PH-10001809,119.96,0
Phone,"February 6, 2017",CA-2017-158883,4,OFF-PA-10004733,6.336,0
Phone,19-09-2016,US-2016-114888,3,OFF-BI-10003355,3.984,0
Phone,19-09-2016,US-2016-114888,3,OFF-SU-10001212,2.08,0
Phone,31-10-2014,US-2014-167262,8,TEC-PH-10000486,92.792,0
Phone,23-11-2017,CA-2017-119746,1,FUR-FU-10004909,6.464,0
Phone,23-11-2017,CA-2017-119746,5,OFF-LA-10001613,2.304,0
Phone,23-11-2017,CA-2017-119746,2,TEC-PH-10004447,111.192,0
Phone,16-11-2017,CA-2017-108091,4,OFF-AR-10000255,5.84,0
Desktop,19-02-2016,CA-2016-101630,3,OFF-LA-10004425,2.89,0
